City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,Urumqi,43.8,87.6,50.0,46,56,6.71,CN,2020-04-12 01:19:53
288,Pinega,64.7,43.39,20.73,96,10,3.38,RU,2020-04-12 01:19:53
289,Nishihara,26.18,127.76,68.0,77,75,25.28,JP,2020-04-12 01:17:42
290,Graham,47.05,-122.29,60.01,33,75,4.7,US,2020-04-12 01:19:54
291,Humberto De Campos,-2.6,-43.46,78.62,90,97,4.14,BR,2020-04-12 01:19:54
292,Devaprayag,30.15,78.62,66.99,23,33,5.35,IN,2020-04-12 01:19:54
293,Namibe,-15.2,12.15,77.14,63,12,4.25,AO,2020-04-12 01:19:55
294,Banda Aceh,5.56,95.32,80.15,79,14,2.28,ID,2020-04-12 01:18:57
295,Pedernales,18.04,-71.74,80.29,70,69,3.2,DO,2020-04-12 01:19:55
296,Tarnos,43.54,-1.46,61.0,93,100,3.78,FR,2020-04-12 01:18:13
297,Cape Town,-33.93,18.42,64.99,93,75,20.8,ZA,2020-04-12 01:18:54
298,Victoria,22.29,114.16,68.0,55,20,18.34,HK,2020-04-12 01:15:06
299,Mount Gambier,-37.83,140.77,57.2,58,90,6.93,AU,2020-04-12 01:19:56
300,Dunedin,-45.87,170.5,57.0,84,100,1.01,NZ,2020-04-12 01:19:56
301,Abu Dhabi,24.47,54.37,86.0,20,35,10.29,AE,2020-04-12 01:15:04
302,Opportunity,47.65,-117.24,48.99,34,75,6.93,US,2020-04-12 01:19:57
303,Jhelum,32.93,73.73,72.3,40,94,2.98,PK,2020-04-12 01:16:12
304,Loughton,52.03,-0.79,55.99,66,25,3.36,GB,2020-04-12 01:19:58
305,Hofn,64.25,-15.21,34.48,83,65,17.74,IS,2020-04-12 01:19:58
306,Kendari,-3.94,122.5,76.48,91,99,1.36,ID,2020-04-12 01:19:59
307,Klyuchi,52.27,79.17,36.61,75,9,5.88,RU,2020-04-12 01:19:59
308,Cayenne,4.93,-52.33,80.6,74,20,5.82,GF,2020-04-12 01:19:59
309,Thinadhoo,0.53,72.93,84.0,64,0,5.44,MV,2020-04-12 01:19:59
310,Gizo,-8.1,156.84,86.47,69,85,5.14,SB,2020-04-12 01:19:46
311,Okha,53.57,142.95,30.54,97,58,14.52,RU,2020-04-12 01:20:03
312,Kalabo,-14.97,22.68,65.1,68,62,3.49,ZM,2020-04-12 01:20:03
313,Tual,-5.67,132.75,84.18,69,89,1.36,ID,2020-04-12 01:16:53
314,Buraydah,26.33,43.98,64.4,45,0,18.34,SA,2020-04-12 01:20:04
315,Pincher Creek,49.48,-113.95,21.2,62,90,9.15,CA,2020-04-12 01:20:04
316,Olpad,21.33,72.75,82.4,38,1,6.24,IN,2020-04-12 01:20:04
317,Kailua,21.4,-157.74,82.4,61,40,6.93,US,2020-04-12 01:19:24
318,Robertsport,6.75,-11.37,80.87,82,39,5.46,LR,2020-04-12 01:20:05
319,Suruc,36.98,38.42,50.0,46,0,6.93,TR,2020-04-12 01:20:05
320,Kushiro,42.98,144.37,39.2,60,20,5.82,JP,2020-04-12 01:20:05
321,San Quintin,30.48,-115.95,61.56,73,10,18.84,MX,2020-04-12 01:20:05
322,Moose Factory,51.26,-80.61,26.6,86,90,8.05,CA,2020-04-12 01:20:06
323,Bubaque,11.28,-15.83,78.37,78,13,15.26,GW,2020-04-12 01:20:06
324,Katobu,-4.94,122.53,75.56,92,100,4.21,ID,2020-04-12 01:20:06
325,Kununurra,-15.77,128.73,86.0,58,84,8.05,AU,2020-04-12 01:19:41
326,Beyneu,45.32,55.2,49.01,50,21,3.71,KZ,2020-04-12 01:20:07
327,Asau,46.43,26.4,39.0,74,74,6.93,RO,2020-04-12 01:20:07
328,Mapiri,-15.25,-68.17,68.74,55,55,0.87,BO,2020-04-12 01:20:07
329,Charters Towers,-20.1,146.27,81.16,25,57,9.22,AU,2020-04-12 01:16:08
330,Bumba,2.18,22.47,72.48,87,88,3.89,CD,2020-04-12 01:20:09
331,Leh,34.17,77.58,30.22,19,13,2.17,IN,2020-04-12 01:20:09
332,Yangjiang,21.85,111.97,64.31,71,20,12.97,CN,2020-04-12 01:20:09
333,Olafsvik,64.89,-23.71,35.1,84,58,28.63,IS,2020-04-12 01:20:10
334,Kahului,20.89,-156.47,82.4,58,1,14.99,US,2020-04-12 01:15:52
335,Coihaique,-45.58,-72.07,46.4,61,99,4.7,CL,2020-04-12 01:18:56
336,Nyurba,63.28,118.33,31.08,94,99,9.6,RU,2020-04-12 01:20:10
337,Lingyuan,41.24,119.4,52.16,32,0,18.16,CN,2020-04-12 01:20:11
338,Comodoro Rivadavia,-45.87,-67.5,53.6,43,0,16.11,AR,2020-04-12 01:20:11
339,Tuatapere,-46.13,167.68,65.08,55,45,8.66,NZ,2020-04-12 01:15:38
340,Lakatoro,-16.1,167.42,84.2,70,40,8.05,VU,2020-04-12 01:20:12
341,Vila Velha,-20.33,-40.29,77.0,78,90,5.82,BR,2020-04-12 01:20:12
342,Qurayyat,31.33,37.34,50.0,81,0,4.7,SA,2020-04-12 01:20:12
343,Bhagwantnagar,26.23,80.75,71.6,78,0,1.86,IN,2020-04-12 01:20:12
344,Terrace,54.52,-128.6,53.6,16,5,4.7,CA,2020-04-12 01:20:13
345,Ahipara,-35.17,173.17,68.54,73,93,16.31,NZ,2020-04-12 01:19:34
346,Dudinka,69.41,86.18,33.8,98,75,33.55,RU,2020-04-12 01:20:13
347,Mudgee,-32.59,149.59,60.8,44,0,3.36,AU,2020-04-12 01:20:13
348,Namatanai,-3.67,152.43,83.79,72,97,1.83,PG,2020-04-12 01:17:04
349,Teya,60.38,92.63,25.86,94,0,3.42,RU,2020-04-12 01:20:14
350,Huarmey,-10.07,-78.15,74.59,73,17,8.16,PE,2020-04-12 01:20:14
351,Payson,40.04,-111.73,57.2,44,75,12.75,US,2020-04-12 01:20:14
352,Sawakin,19.11,37.33,72.95,71,67,13.04,SD,2020-04-12 01:20:14
353,Kungurtug,50.6,97.52,37.92,54,100,0.58,RU,2020-04-12 01:20:15
354,Kjopsvik,68.1,16.37,30.0,63,100,13.87,NO,2020-04-12 01:20:15
355,Almaznyy,48.04,40.05,35.6,69,20,11.18,RU,2020-04-12 01:20:15
356,Rio Grande,-32.03,-52.1,57.0,95,0,9.75,BR,2020-04-12 01:17:19
357,Mazeikiai,56.32,22.33,37.44,71,91,8.43,LT,2020-04-12 01:20:16
358,Nantucket,41.28,-70.1,46.4,70,20,11.41,US,2020-04-12 01:19:21
359,Severnoye,56.35,78.36,32.23,91,90,5.93,RU,2020-04-12 01:20:16
360,Batemans Bay,-35.72,150.18,66.0,49,2,5.01,AU,2020-04-12 01:20:16
361,Sussex,41.18,-74.67,51.01,36,1,4.83,US,2020-04-12 01:20:16
362,Fukue,32.69,128.84,53.6,87,75,12.75,JP,2020-04-12 01:20:13
363,Yumen,40.28,97.2,45.59,23,100,5.64,CN,2020-04-12 01:20:17
364,Marmaris,36.85,28.27,57.2,87,0,5.82,TR,2020-04-12 01:20:18
365,Harsany,47.97,20.75,44.8,57,48,5.39,HU,2020-04-12 01:20:18
366,Sur,22.57,59.53,77.77,69,18,13.85,OM,2020-04-12 01:20:18
367,Mezen,65.85,44.24,16.95,96,4,4.97,RU,2020-04-12 01:20:18
368,Margate,51.38,1.39,57.0,87,35,3.36,GB,2020-04-12 01:20:19
369,Saint-Denis,48.92,2.33,64.4,66,70,2.24,FR,2020-04-12 01:20:19
370,Severo-Kurilsk,50.68,156.12,30.72,93,64,7.4,RU,2020-04-12 01:20:19
371,Saraland,30.82,-88.07,66.99,72,1,10.29,US,2020-04-12 01:20:19
372,Shu,43.6,73.76,52.93,46,99,4.65,KZ,2020-04-12 01:19:58
373,Herouville-Saint-Clair,49.21,-0.31,53.6,81,6,1.68,FR,2020-04-12 01:20:20
374,Porto Nacional,-10.71,-48.42,75.2,94,90,8.05,BR,2020-04-12 01:20:20
375,Praia Da Vitoria,38.73,-27.07,60.8,82,40,11.16,PT,2020-04-12 01:20:20
376,Douala,4.05,9.7,77.0,94,40,2.24,CM,2020-04-12 01:17:20
377,High Prairie,55.43,-116.49,29.03,78,98,13.33,CA,2020-04-12 01:20:21
378,Kardamas,37.77,21.33,51.8,87,0,1.12,GR,2020-04-12 01:20:21
379,Mackenzie,55.3,-123.17,41.0,21,20,9.17,CA,2020-04-12 01:20:21
380,Piranhas,-16.43,-51.82,74.61,69,3,2.59,BR,2020-04-12 01:20:21
381,Murmashi,68.82,32.81,15.8,85,36,2.24,RU,2020-04-12 01:20:22
382,Bac Lieu,9.29,105.72,81.86,69,5,7.74,VN,2020-04-12 01:16:20
383,Doha,25.29,51.53,82.99,58,100,5.82,QA,2020-04-12 01:20:22
384,Siavonga,-16.54,28.71,72.21,57,97,3.22,ZM,2020-04-12 01:20:23
385,Faanui,-16.48,-151.75,82.6,76,54,14.23,PF,2020-04-12 01:20:23
386,Ardabil,38.25,48.29,40.59,52,98,1.79,IR,2020-04-12 01:20:23
387,Ullapool,57.9,-5.16,45.0,84,95,5.99,GB,2020-04-12 01:20:23
388,Hanyang,32.14,105.51,53.53,44,1,2.73,CN,2020-04-12 01:20:24
389,Hammerfest,70.66,23.68,28.4,74,100,2.24,NO,2020-04-12 01:20:24
390,Koungou,-12.73,45.2,82.4,83,3,8.05,YT,2020-04-12 01:20:24
391,Boa Vista,2.82,-60.67,86.0,55,93,9.17,BR,2020-04-12 01:20:24
392,Port Moresby,-9.44,147.18,86.0,70,40,5.82,PG,2020-04-12 01:16:44
393,Port Macquarie,-31.43,152.92,66.2,37,0,8.05,AU,2020-04-12 01:19:35
394,Muriti,-1.98,32.92,72.21,57,15,15.97,TZ,2020-04-12 01:20:29
395,Qingyuan,23.7,113.03,64.99,51,40,11.18,CN,2020-04-12 01:20:29
396,Pimenta Bueno,-11.67,-61.19,74.75,88,14,0.51,BR,2020-04-12 01:20:30
397,Naryan-Mar,67.67,53.09,12.18,95,76,9.62,RU,2020-04-12 01:20:30
398,Vanimo,-2.67,141.3,83.05,79,60,1.57,PG,2020-04-12 01:20:24
399,San Marcos,33.14,-117.17,66.0,72,75,8.05,US,2020-04-12 01:20:30
400,Quisqueya,18.56,-69.41,78.8,83,20,3.71,DO,2020-04-12 01:20:31
401,Mugur-Aksy,50.35,90.5,28.92,46,79,0.69,RU,2020-04-12 01:20:31
402,Maniitsoq,65.42,-52.9,38.17,74,87,7.52,GL,2020-04-12 01:20:31
403,Santa Maria,-29.68,-53.81,60.8,82,0,3.36,BR,2020-04-12 01:19:58
404,San Borja,-14.82,-66.85,71.47,69,16,1.63,BO,2020-04-12 01:20:32
405,Bakel,14.9,-12.46,84.76,13,12,2.59,SN,2020-04-12 01:20:32
406,Plouzane,48.38,-4.62,51.8,100,0,2.24,FR,2020-04-12 01:20:32
407,Oron,4.83,8.23,75.25,82,99,2.51,NG,2020-04-12 01:20:33
408,Port Lincoln,-34.73,135.87,58.19,60,79,8.41,AU,2020-04-12 01:20:34
409,Macusani,-14.08,-70.43,36.25,15,47,2.21,PE,2020-04-12 01:20:34
410,Kargasok,59.06,80.86,31.5,97,72,7.81,RU,2020-04-12 01:20:10
411,Kamenka,51.32,42.77,32.0,86,80,1.01,RU,2020-04-12 01:19:26
412,Abadzekhskaya,44.39,40.22,39.07,71,95,6.73,RU,2020-04-12 01:20:35
413,Hami,42.8,93.45,53.08,22,36,3.24,CN,2020-04-12 01:20:35
414,Santa Barbara,34.42,-119.7,68.0,68,1,13.87,US,2020-04-12 01:20:35
415,Verkhnevilyuysk,63.45,120.32,30.47,97,100,10.0,RU,2020-04-12 01:20:36
416,Ulladulla,-35.35,150.47,66.2,32,0,5.82,AU,2020-04-12 01:20:36
417,Fort Nelson,58.81,-122.7,39.2,27,40,11.41,CA,2020-04-12 01:20:36
418,Khasan,42.43,130.64,40.57,69,26,2.98,RU,2020-04-12 01:19:24
419,College,64.86,-147.8,46.4,26,75,3.2,US,2020-04-12 01:19:26
420,Ugoofaaru,5.67,73.0,84.63,68,9,3.98,MV,2020-04-12 01:20:37
421,Mackay,-21.15,149.2,88.0,62,63,9.17,AU,2020-04-12 01:20:31
422,Cherskiy,68.75,161.3,19.17,96,96,14.2,RU,2020-04-12 01:20:37
423,Lanxi,29.22,119.48,51.39,71,40,6.8,CN,2020-04-12 01:20:37
424,San Jose,37.34,-121.89,64.99,67,20,11.41,US,2020-04-12 01:18:07
425,Merauke,-8.47,140.33,83.91,75,58,7.16,ID,2020-04-12 01:20:38
426,Renala Khurd,30.88,73.6,74.82,36,77,2.62,PK,2020-04-12 01:20:38
427,Savannah Bight,16.45,-85.85,82.65,79,6,30.69,HN,2020-04-12 01:20:40
428,Kayerkan,69.35,87.76,33.8,94,75,33.55,RU,2020-04-12 01:20:40
429,Carlibaba,47.58,25.13,31.37,62,23,2.15,RO,2020-04-12 01:20:40
430,Sri Aman,1.24,111.46,78.8,94,75,2.24,MY,2020-04-12 01:20:41
431,Gamovo,57.87,56.11,39.2,64,100,8.95,RU,2020-04-12 01:20:41
432,Chimore,-16.98,-65.13,71.17,61,9,1.9,BO,2020-04-12 01:20:41
433,Iracoubo,5.48,-53.2,79.12,78,100,11.54,GF,2020-04-12 01:20:42
434,Beisfjord,68.38,17.6,28.4,63,99,13.87,NO,2020-04-12 01:20:42
435,Erzin,36.96,36.2,57.2,82,20,6.93,TR,2020-04-12 01:20:42
436,Zurrieq,35.83,14.47,55.0,66,0,4.7,MT,2020-04-12 01:20:42
437,Beaverton,45.49,-122.8,62.6,44,1,10.29,US,2020-04-12 01:16:39
438,Barmer,25.75,71.38,82.24,22,68,4.81,IN,2020-04-12 01:20:43
439,Mahibadhoo,3.78,72.97,83.48,69,4,2.35,MV,2020-04-12 01:20:43
440,Lufilufi,-13.87,-171.6,86.0,74,75,8.05,WS,2020-04-12 01:20:43
441,Itoman,26.12,127.67,68.0,77,75,25.28,JP,2020-04-12 01:20:43
442,Basirpur,30.58,73.83,75.72,36,95,2.39,PK,2020-04-12 01:20:44
443,Tabou,4.42,-7.35,79.23,84,63,1.7,CI,2020-04-12 01:20:44
444,Kalmunai,7.42,81.82,80.94,80,4,4.63,LK,2020-04-12 01:20:44
445,Nome,64.5,-165.41,30.2,92,90,10.29,US,2020-04-12 01:18:47
446,Muros,42.78,-9.06,55.0,93,90,5.82,ES,2020-04-12 01:20:45
447,Padang,-0.95,100.35,80.42,74,85,4.76,ID,2020-04-12 01:20:00
448,Wajid,3.81,43.25,77.81,70,63,14.07,SO,2020-04-12 01:20:45
449,Haines Junction,60.75,-137.51,35.89,60,0,2.68,CA,2020-04-12 01:20:45
450,San Benito,16.91,-89.91,94.41,33,15,5.3,GT,2020-04-12 01:20:45
451,Touros,-5.2,-35.46,78.8,88,20,3.36,BR,2020-04-12 01:20:45
452,Linhares,-19.39,-40.07,72.95,93,2,3.0,BR,2020-04-12 01:19:33
453,Fort Saint James,54.43,-124.25,39.54,50,6,3.15,CA,2020-04-12 01:20:46
454,Batticaloa,7.71,81.69,79.59,82,5,1.74,LK,2020-04-12 01:20:46
455,Ranot,7.78,100.32,82.67,77,82,8.75,TH,2020-04-12 01:20:46
456,Pingliang,35.54,106.69,42.71,31,0,1.61,CN,2020-04-12 01:20:46
457,Asfi,32.3,-9.24,62.69,79,95,12.24,MA,2020-04-12 01:20:47
458,Watsa,3.04,29.54,66.13,76,98,1.7,CD,2020-04-12 01:20:47
459,Salem,11.65,78.17,74.26,71,0,1.28,IN,2020-04-12 01:20:47
460,Porto Walter,-8.27,-72.74,74.8,88,98,0.34,BR,2020-04-12 01:20:47
461,Sao Filipe,14.9,-24.5,74.95,75,90,10.78,CV,2020-04-12 01:18:54
462,Kawalu,-7.38,108.21,75.2,72,19,1.25,ID,2020-04-12 01:16:29
463,Avera,33.19,-82.53,66.2,58,1,4.68,US,2020-04-12 01:19:06
464,Ostersund,63.18,14.64,35.6,85,100,11.41,SE,2020-04-12 01:20:48
465,Yendi,9.44,-0.01,85.14,57,56,4.25,GH,2020-04-12 01:20:48
466,Coolum Beach,-26.53,153.1,79.0,45,10,1.01,AU,2020-04-12 01:20:48
467,Flin Flon,54.77,-101.86,18.23,91,100,10.85,CA,2020-04-12 01:20:49
468,Yar-Sale,66.83,70.83,9.07,91,35,6.15,RU,2020-04-12 01:20:49
469,Lamar,33.67,-95.58,60.8,93,90,13.87,US,2020-04-12 01:20:49
470,Fairbanks,64.84,-147.72,46.4,41,1,5.82,US,2020-04-12 01:18:45
471,Wagar,16.15,36.2,68.4,49,19,10.67,SD,2020-04-12 01:20:50
472,Cap Malheureux,-19.98,57.61,78.01,78,40,14.99,MU,2020-04-12 01:20:50
473,Cooma,-36.23,149.13,53.6,54,33,20.8,AU,2020-04-12 01:20:51
474,Yaan,7.38,8.57,75.74,58,100,5.3,NG,2020-04-12 01:20:52
475,Tefe,-3.35,-64.71,73.8,97,100,5.17,BR,2020-04-12 01:20:52
476,Novaya Ladoga,60.1,32.3,30.61,94,3,3.15,RU,2020-04-12 01:20:52
477,Garden City,42.33,-83.33,53.6,40,90,4.7,US,2020-04-12 01:20:53
478,Freeport,40.66,-73.58,53.01,29,1,3.36,US,2020-04-12 01:17:02
479,Ouallam,14.32,2.09,84.2,20,58,5.68,NE,2020-04-12 01:20:53
480,Khao Yoi,13.24,99.82,86.0,66,20,3.36,TH,2020-04-12 01:20:54
481,Susehri,40.16,38.09,37.06,48,5,4.25,TR,2020-04-12 01:20:54
482,Riyadh,24.69,46.72,73.4,27,40,6.93,SA,2020-04-12 01:20:50
483,Havelock,34.88,-76.9,60.8,58,1,4.7,US,2020-04-12 01:20:55
484,Kedrovyy,56.17,91.82,32.0,84,0,5.93,RU,2020-04-12 01:20:56
485,Sheridan,44.83,-106.92,26.6,79,90,8.05,US,2020-04-12 01:20:56
486,Xuddur,4.12,43.89,75.78,70,30,13.51,SO,2020-04-12 01:20:36
487,Tautira,-17.73,-149.15,86.0,66,99,9.17,PF,2020-04-12 01:20:56
488,Katesh,-4.52,35.38,59.0,60,56,6.31,TZ,2020-04-12 01:20:57
489,Wukari,7.85,9.78,78.8,59,100,3.83,NG,2020-04-12 01:20:57
490,Srandakan,-7.94,110.25,79.84,76,78,2.24,ID,2020-04-12 01:20:57
491,Mehriz,31.59,54.43,66.2,42,40,2.24,IR,2020-04-12 01:20:57
492,Goundam,16.41,-3.67,88.29,15,56,5.86,ML,2020-04-12 01:20:58
493,Tecpan,14.76,-90.99,69.8,83,75,6.93,GT,2020-04-12 01:20:58
494,Petershagen,52.38,8.97,50.0,65,89,2.24,DE,2020-04-12 01:20:58
495,Ararat,39.83,44.7,37.4,44,20,3.36,AM,2020-04-12 01:20:59
496,Lukovetskiy,64.3,41.92,17.6,92,20,3.18,RU,2020-04-12 01:20:59
497,Motril,36.75,-3.52,57.99,71,73,15.21,ES,2020-04-12 01:20:53
498,Botro,7.85,-5.31,78.8,83,20,4.7,CI,2020-04-12 01:20:25
499,Shimoda,34.67,138.95,57.2,87,75,16.11,JP,2020-04-12 01:21:00
500,Soyo,-6.13,12.37,80.74,86,95,4.99,AO,2020-04-12 01:21:00
501,Ygatimi,-24.08,-55.5,64.15,49,0,2.75,PY,2020-04-12 01:21:00
502,Shelburne,44.08,-80.2,43.0,64,1,2.24,CA,2020-04-12 01:17:22
503,Kilakarai,9.23,78.78,83.62,75,20,9.82,IN,2020-04-12 01:21:01
504,Adrar,20.5,-10.07,80.02,17,0,10.36,MR,2020-04-12 01:21:01
505,Provost,52.35,-110.27,21.78,86,100,15.48,CA,2020-04-12 01:21:01
506,Kuytun,54.34,101.5,31.89,76,60,5.23,RU,2020-04-12 01:21:01
507,Wadi Maliz,36.47,8.55,53.6,87,19,2.24,TN,2020-04-12 01:21:01
508,Pacific Grove,36.62,-121.92,64.0,76,90,6.93,US,2020-04-12 01:16:51
509,Omboue,-1.57,9.26,76.73,91,100,10.78,GA,2020-04-12 01:16:45
510,Lazaro Cardenas,17.96,-102.2,82.31,64,39,5.75,MX,2020-04-12 01:21:02
511,Dukat,62.55,155.55,13.91,86,99,0.98,RU,2020-04-12 01:21:03
512,Prainha,-1.8,-53.48,76.68,84,85,1.07,BR,2020-04-12 01:21:05
513,Gunnedah,-30.98,150.25,64.4,45,0,8.05,AU,2020-04-12 01:21:05
514,Nanortalik,60.14,-45.24,36.68,76,100,32.61,GL,2020-04-12 01:21:06
515,Ancud,-41.87,-73.82,39.2,100,23,4.7,CL,2020-04-12 01:21:06
516,Karatau,43.17,70.47,57.45,63,100,7.87,KZ,2020-04-12 01:21:09
517,Heihe,50.24,127.49,55.4,28,0,11.18,CN,2020-04-12 01:21:09
518,Pemba,-12.97,40.52,77.0,78,20,9.17,MZ,2020-04-12 01:21:10
519,Sibu,2.3,111.82,82.4,78,75,2.24,MY,2020-04-12 01:18:50
520,Isangel,-19.55,169.27,84.2,66,20,3.36,VU,2020-04-12 01:21:11
521,Otradnoye,59.78,30.82,24.8,100,1,3.04,RU,2020-04-12 01:21:11
522,Lahat,-3.8,103.53,74.61,83,83,1.63,ID,2020-04-12 01:21:11
523,Utinga,-5.82,-35.4,82.4,88,20,3.36,BR,2020-04-12 01:21:12
524,Araguacu,-12.93,-49.83,75.07,84,52,4.41,BR,2020-04-12 01:21:12
525,Washougal,45.58,-122.35,62.01,38,20,9.17,US,2020-04-12 01:21:12
526,Kampong Cham,11.99,105.46,78.75,78,55,9.69,KH,2020-04-12 01:21:12
527,Suez,29.97,32.53,61.16,69,0,9.69,EG,2020-04-12 01:20:11
528,Nabire,-3.37,135.48,86.04,67,64,1.92,ID,2020-04-12 01:21:22
529,Necochea,-38.55,-58.74,60.01,76,92,7.0,AR,2020-04-12 01:20:55
530,Tokur,53.13,132.9,37.89,56,0,1.12,RU,2020-04-12 01:21:22
531,Reconquista,-29.15,-59.65,62.92,62,0,6.13,AR,2020-04-12 01:21:22
532,Griffith,41.53,-87.42,60.8,38,90,16.11,US,2020-04-12 01:18:27
533,Lukulu,-14.37,23.24,64.02,69,66,3.96,ZM,2020-04-12 01:21:23
534,Totskoye,52.52,52.76,42.48,66,100,11.99,RU,2020-04-12 01:21:23
535,Birstonas,54.62,24.03,35.6,64,100,4.7,LT,2020-04-12 01:21:23
536,Kavaratti,10.57,72.64,84.2,69,23,4.21,IN,2020-04-12 01:19:39
537,Poya,-21.35,165.15,80.44,66,54,3.13,NC,2020-04-12 01:21:24
538,Ahuimanu,21.44,-157.84,82.4,61,40,6.93,US,2020-04-12 01:21:24
539,Ixtapa,20.7,-105.2,77.0,69,75,10.29,MX,2020-04-12 01:21:24
540,Manacapuru,-3.3,-60.62,75.2,94,100,2.24,BR,2020-04-12 01:21:24
541,Samarai,-10.62,150.67,83.46,57,88,4.41,PG,2020-04-12 01:20:04
542,Port Hardy,50.7,-127.42,57.2,28,20,9.17,CA,2020-04-12 01:20:00
543,Cedar City,37.68,-113.06,59.0,41,40,17.22,US,2020-04-12 01:21:25
544,Kouqian,43.64,126.46,46.4,44,5,3.58,CN,2020-04-12 01:21:25
545,Ulaangom,49.98,92.07,27.32,73,59,2.21,MN,2020-04-12 01:21:28
546,Sibolga,1.74,98.78,79.02,77,96,3.29,ID,2020-04-12 01:21:29
547,Liancheng,24.05,105.08,52.34,54,100,7.4,CN,2020-04-12 01:21:29
548,Omsukchan,62.53,155.8,15.08,86,99,1.68,RU,2020-04-12 01:21:29
549,Borogontsy,62.67,131.17,32.88,90,97,4.72,RU,2020-04-12 01:21:30
550,Hudson Bay,52.85,-102.38,22.14,88,96,11.21,CA,2020-04-12 01:21:30
551,Bulalacao,12.33,121.34,82.89,66,8,4.05,PH,2020-04-12 01:21:30
552,Kangaatsiaq,68.31,-53.46,30.31,90,96,8.55,GL,2020-04-12 01:21:30
553,Maku,39.29,44.45,39.99,45,44,2.33,IR,2020-04-12 01:21:30
554,Christchurch,-43.53,172.63,70.0,40,44,16.11,NZ,2020-04-12 01:19:12
555,Homer,59.64,-151.55,44.6,28,90,8.05,US,2020-04-12 01:21:31
556,Nguruka,-5.11,31.04,64.49,70,66,3.04,TZ,2020-04-12 01:21:31
557,Batouri,4.43,14.37,69.33,75,99,1.32,CM,2020-04-12 01:21:32
558,Ampanihy,-24.7,44.75,73.15,63,99,7.09,MG,2020-04-12 01:21:32
559,Maxixe,-23.86,35.35,71.65,83,28,2.57,MZ,2020-04-12 01:21:32
560,Pasni,25.26,63.47,76.35,74,39,2.42,PK,2020-04-12 01:21:33
561,Chany,55.31,76.76,34.27,85,15,6.71,RU,2020-04-12 01:21:33
562,Nemuro,43.32,145.57,35.6,55,75,2.24,JP,2020-04-12 01:20:11
563,Solnechnyy,50.72,136.63,43.59,53,32,5.82,RU,2020-04-12 01:21:33
564,Flinders,-34.58,150.86,66.2,32,0,5.82,AU,2020-04-12 01:19:15
565,Roma,43.21,-75.46,37.0,51,1,5.3,US,2020-04-12 01:19:05
566,Maracaibo,10.63,-71.64,85.24,70,80,12.84,VE,2020-04-12 01:21:34
567,Derzhavinsk,51.1,66.32,40.28,65,98,8.03,KZ,2020-04-12 01:21:19
568,Turbat,26.0,63.04,79.09,49,96,1.52,PK,2020-04-12 01:21:35
569,Kruisfontein,-34.0,24.73,61.29,53,96,7.02,ZA,2020-04-12 01:21:08
570,Plettenberg Bay,-34.05,23.37,63.84,57,96,4.72,ZA,2020-04-12 01:21:36
571,Zhigansk,66.77,123.37,26.53,97,97,15.08,RU,2020-04-12 01:21:36
572,Kampot,10.62,104.18,86.0,74,40,2.24,KH,2020-04-12 01:20:01
573,Chumikan,54.72,135.31,41.22,67,36,7.81,RU,2020-04-12 01:21:36
574,Asyut,27.18,31.18,57.2,41,0,8.05,EG,2020-04-12 01:21:36
575,Waxahachie,32.39,-96.85,69.8,88,90,4.7,US,2020-04-12 01:21:36
576,Tuy Hoa,13.08,109.3,79.39,79,91,1.28,VN,2020-04-12 01:21:37
577,Saint-Joseph,-21.37,55.62,73.4,78,57,5.82,RE,2020-04-12 01:21:37
